"voterid","civicduty","hawthorne","self","neighbors","control"
"V045309",0,0,0,1,0
"V088050",0,0,0,0,1
"V118145",0,0,0,0,1
"V079402",0,0,0,1,0
"V037652",0,0,1,0,0
"V047600",0,1,0,0,0
"V001134",0,1,0,0,0
"V123496",0,1,0,0,0
"V104703",0,0,0,1,0
"V070435",0,0,0,0,1
"V111076",0,0,1,0,0
"V134057",0,0,0,1,0
"V112791",1,0,0,0,0
"V038281",0,1,0,0,0
"V055530",0,0,0,1,0
"V134955",0,0,1,0,0
"V036150",0,0,0,0,1
"V096639",0,0,1,0,0
"V017011",0,0,0,1,0
"V066538",0,0,0,0,1
"V124497",0,0,0,1,0
"V115657",0,1,0,0,0
"V092010",0,1,0,0,0
"V028824",0,1,0,0,0
"V099309",0,0,0,1,0
"V126804",0,0,0,0,1
"V008782",0,0,0,0,1
"V129767",0,1,0,0,0
"V075902",0,1,0,0,0
"V100925",1,0,0,0,0
"V043577",0,0,1,0,0
"V095216",0,0,0,0,1
"V132056",0,0,0,0,1
"V116143",0,0,0,1,0
"V136181",0,0,0,0,1
"V131517",0,0,0,0,1
"V128137",0,0,0,1,0
"V063365",0,0,0,1,0
"V041633",0,1,0,0,0
"V049511",0,0,0,1,0
"V021195",0,0,0,1,0
"V078732",0,0,0,0,1
"V092884",1,0,0,0,0
"V029370",0,1,0,0,0
"V099774",0,0,1,0,0
"V116203",0,0,0,1,0
"V059820",0,0,0,1,0
"V047701",1,0,0,0,0
"V107537",1,0,0,0,0
"V126371",0,0,0,1,0
"V069715",0,1,0,0,0
"V039204",1,0,0,0,0
"V092261",0,1,0,0,0
"V007395",1,0,0,0,0
"V082198",0,0,1,0,0
"V088856",0,0,0,1,0
"V023808",1,0,0,0,0
"V044120",0,1,0,0,0
"V041885",0,0,0,1,0
"V038385",0,0,1,0,0
"V131909",0,1,0,0,0
"V038696",0,0,0,1,0
"V080002",0,0,0,0,1
"V108606",0,1,0,0,0
"V085030",0,0,1,0,0
"V110125",1,0,0,0,0
"V075479",1,0,0,0,0
"V025361",0,1,0,0,0
"V085977",0,1,0,0,0
"V025572",0,0,0,1,0
"V115670",1,0,0,0,0
"V040635",0,1,0,0,0
"V125166",0,0,0,0,1
"V074913",0,0,0,1,0
"V001806",0,0,0,0,1
"V046257",0,0,0,1,0
"V099812",0,0,1,0,0
"V104829",0,1,0,0,0
"V084529",1,0,0,0,0
"V060564",0,0,0,0,1
"V070923",0,0,1,0,0
"V019707",1,0,0,0,0
"V049046",0,1,0,0,0
"V018936",0,0,0,1,0
"V130581",0,0,0,0,1
"V006393",0,0,1,0,0
"V121692",0,0,0,1,0
"V125915",0,1,0,0,0
"V011322",1,0,0,0,0
"V077429",1,0,0,0,0
"V045370",0,0,0,0,1
"V134564",0,1,0,0,0
"V054902",0,0,0,1,0
"V060683",0,0,0,1,0
"V078829",1,0,0,0,0
"V019388",1,0,0,0,0
"V056559",1,0,0,0,0
"V113848",0,0,0,0,1
"V109648",0,0,0,0,1
"V137011",0,1,0,0,0
"V011743",0,0,1,0,0
"V092067",1,0,0,0,0
"V134614",1,0,0,0,0
"V115127",0,0,1,0,0
"V088548",0,1,0,0,0
"V125197",1,0,0,0,0
"V092810",1,0,0,0,0
"V102562",0,1,0,0,0
"V038110",0,0,0,1,0
"V021958",0,0,0,0,1
"V077650",0,0,1,0,0
"V072503",1,0,0,0,0
"V008041",0,0,0,1,0
"V033938",0,1,0,0,0
"V016865",0,0,0,0,1
"V124885",1,0,0,0,0
"V076773",0,1,0,0,0
"V131544",0,0,1,0,0
"V074163",0,0,0,0,1
"V068282",0,0,1,0,0
"V101793",0,0,0,1,0
"V040540",1,0,0,0,0
"V073768",0,1,0,0,0
"V031510",0,1,0,0,0
"V079830",1,0,0,0,0
"V021085",0,0,0,1,0
"V001110",0,0,1,0,0
"V022047",0,0,0,0,1
"V112744",0,0,0,1,0
"V135933",0,0,0,0,1
"V126138",0,1,0,0,0
"V005853",0,0,0,0,1
"V120824",0,0,1,0,0
"V111249",0,0,0,0,1
"V063922",0,0,0,1,0
"V019546",0,0,0,1,0
"V077331",0,0,1,0,0
"V064421",0,1,0,0,0
"V107379",0,0,0,1,0
"V035068",0,0,1,0,0
"V015816",1,0,0,0,0
"V067635",0,0,1,0,0
"V071669",0,1,0,0,0
"V111636",0,1,0,0,0
"V024459",0,0,1,0,0
"V016552",0,0,0,0,1
"V021974",0,0,0,0,1
"V089873",1,0,0,0,0
"V033912",0,0,0,0,1
"V084868",0,0,0,0,1
"V126647",0,0,0,1,0
"V069204",0,1,0,0,0
"V127559",0,0,1,0,0
"V066109",0,0,0,0,1
"V011402",0,1,0,0,0
"V075771",0,0,0,0,1
"V050636",0,0,0,1,0
"V017674",0,0,1,0,0
"V092611",0,1,0,0,0
"V131007",0,1,0,0,0
"V014930",0,1,0,0,0
"V123740",0,0,1,0,0
"V116207",0,0,1,0,0
"V139891",0,0,0,1,0
"V027510",0,0,0,0,1
"V042750",0,0,1,0,0
"V020824",0,0,0,0,1
"V079344",0,1,0,0,0
"V135544",1,0,0,0,0
"V079030",1,0,0,0,0
"V075367",0,0,1,0,0
"V087142",0,0,1,0,0
"V050458",0,1,0,0,0
"V044488",0,0,1,0,0
"V075717",0,0,0,0,1
"V007297",0,0,0,1,0
"V135207",0,1,0,0,0
"V032840",0,0,1,0,0
"V046273",0,0,0,1,0
"V039375",0,0,0,0,1
"V007155",0,0,0,0,1
"V062773",0,1,0,0,0
"V129966",0,0,1,0,0
"V033071",0,1,0,0,0
"V120309",0,0,1,0,0
"V110340",0,0,1,0,0
"V006941",0,0,0,0,1
"V028688",0,0,0,1,0
"V032297",0,0,0,0,1
"V043662",0,0,0,0,1
"V072601",0,0,0,0,1
"V128169",0,0,0,1,0
"V001186",0,1,0,0,0
"V070289",0,0,1,0,0
"V070441",1,0,0,0,0
"V126311",0,0,0,0,1
"V020586",0,1,0,0,0
"V095287",0,0,0,0,1
"V050621",0,1,0,0,0
"V090799",0,0,0,1,0
"V115484",0,0,1,0,0
"V128891",0,0,0,1,0
"V092904",0,0,0,0,1
"V039586",0,0,0,0,1
"V088051",0,0,1,0,0
"V093247",0,0,0,1,0
"V135328",1,0,0,0,0
"V135878",1,0,0,0,0
"V135425",0,0,0,0,1
"V090773",0,0,0,1,0
"V101852",0,0,0,0,1
"V073077",0,0,0,0,1
"V021469",0,0,0,1,0
"V097587",0,0,0,0,1
"V026861",0,0,0,1,0
"V118782",0,0,1,0,0
"V063665",0,0,0,0,1
"V034231",0,1,0,0,0
"V016884",0,1,0,0,0
"V076112",0,1,0,0,0
"V117150",0,0,0,0,1
"V090567",0,0,1,0,0
"V079407",0,0,0,0,1
"V127798",0,1,0,0,0
"V128009",0,0,0,1,0
"V077673",0,1,0,0,0
"V041052",0,0,0,0,1
"V085064",0,0,0,0,1
"V105493",0,0,0,1,0
"V037029",0,1,0,0,0
"V108049",0,0,1,0,0
"V095365",0,0,0,1,0
"V067409",0,0,0,1,0
"V081082",0,0,1,0,0
"V050712",1,0,0,0,0
"V083993",0,1,0,0,0
"V100527",0,1,0,0,0
"V096319",0,0,0,0,1
"V117555",0,0,0,1,0
"V135439",0,0,1,0,0
"V045897",0,0,0,0,1
"V037214",0,0,1,0,0
"V051460",0,0,0,1,0
"V000155",0,1,0,0,0
"V075779",0,0,0,1,0
"V128117",0,0,0,1,0
"V107097",0,0,0,0,1
"V042734",0,0,1,0,0
"V002087",0,1,0,0,0
"V030280",0,1,0,0,0
"V045220",0,0,1,0,0
"V118115",0,1,0,1,0
"V132669",0,0,0,1,0
"V125574",0,0,0,0,1
"V068770",0,0,1,0,0
"V059175",0,0,1,0,0
"V051218",0,0,1,0,0
"V138844",0,0,1,0,0
"V071953",1,0,0,0,0
"V011718",0,0,0,0,1
"V049445",0,0,0,1,0
"V033834",0,0,0,1,0
"V100914",0,0,1,0,0
"V075206",1,0,0,0,0
"V041369",0,0,0,0,1
"V063745",1,0,0,0,0
"V004922",0,0,0,0,1
"V093381",0,1,0,0,0
"V088293",1,0,0,0,0
"V038707",0,0,1,0,0
"V048640",0,0,0,0,1
"V050524",1,0,0,0,0
"V027615",0,0,1,0,0
"V031744",0,1,0,0,0
"V069890",1,0,0,0,0
"V122904",0,0,0,0,1
"V136057",1,0,0,0,0
"V113936",1,0,0,0,0
"V139112",1,0,0,0,0
"V024796",0,0,0,1,0
"V060523",0,1,0,0,0
"V138919",0,0,0,1,0
"V096436",1,0,0,0,0
"V027493",0,1,0,0,0
"V074833",0,0,0,1,0
"V091348",0,0,0,1,0
"V070390",0,0,1,0,0
"V126886",0,0,0,0,1
"V002745",0,0,0,1,0
"V061938",0,0,0,0,1
"V101927",0,0,1,0,0
"V004612",0,0,0,1,0
"V140347",0,1,0,0,0
"V016642",1,0,0,0,0
"V001805",1,0,0,0,0
"V007907",1,0,0,0,0
"V117822",1,0,0,0,0
"V112379",0,0,0,1,0
"V115108",0,0,0,1,0
"V046007",0,0,0,0,1
"V067284",0,0,0,1,0
"V101986",0,0,0,0,1
"V118445",0,0,0,0,1
"V136380",0,1,0,0,0
"V014078",1,0,0,0,0
"V129258",0,0,0,0,1
"V009988",0,1,0,0,0
"V049898",0,1,0,0,0
"V002973",1,0,0,0,0
"V024655",0,1,0,0,0
"V031414",0,1,0,0,0
"V112999",0,0,0,1,0
"V008795",0,0,0,0,1
"V081038",1,0,0,0,0
"V136136",0,0,1,0,0
"V007916",0,1,0,0,0
"V066638",1,0,0,0,0
"V001176",1,0,0,0,0
"V070453",0,0,0,1,0
"V135796",0,0,0,0,1
"V051051",1,0,0,0,0
"V076887",1,0,0,0,0
"V071818",0,0,0,1,0
"V086240",0,0,1,0,0
"V007793",0,0,0,0,1
"V072839",0,0,0,1,0
"V023936",0,0,0,1,0
"V011301",0,1,0,0,0
"V003576",0,0,0,1,0
"V139464",0,0,1,0,0
"V022576",1,0,0,0,0
"V019425",1,0,0,0,0
"V076588",0,0,0,1,0
"V047917",1,0,0,0,0
"V015737",0,1,0,0,0
"V062764",0,0,0,0,1
"V022366",0,0,0,0,1
"V081878",0,0,0,0,1
"V038679",0,0,0,1,0
"V138831",0,0,0,0,1
"V059283",0,1,0,0,0
"V011869",1,0,0,0,0
"V072514",0,0,0,1,0
"V024201",0,1,0,0,0
"V130002",1,0,0,0,0
"V071000",0,0,1,0,0
"V050555",0,0,1,0,0
"V008423",0,0,0,0,1
"V028957",0,0,0,1,0
"V044072",0,0,1,0,0
"V117146",0,1,0,0,0
"V094497",1,0,0,0,0
"V001152",0,0,0,1,0
"V045573",0,0,1,0,0
"V139542",0,0,0,0,1
"V118337",0,1,0,0,0
"V035113",0,0,1,0,0
"V064076",1,0,0,0,0
"V080138",0,0,0,1,0
"V117595",0,0,0,1,0
"V033709",0,0,0,0,0
"V008585",0,0,0,1,0
"V078282",0,0,0,1,0
"V047557",0,0,1,0,0
"V010970",0,0,1,0,0
"V100836",0,0,1,0,0
"V108608",0,0,1,0,0
"V041505",0,0,0,0,1
"V100117",0,0,0,1,0
"V089099",0,1,0,0,0
"V058373",0,1,0,0,0
"V007475",0,0,1,0,0
"V062911",0,0,0,0,1
"V117243",0,1,0,0,0
"V018942",0,1,0,0,0
"V001131",0,0,1,0,0
"V062449",0,0,0,0,1
"V108626",0,0,0,1,0
"V030281",0,0,1,0,0
"V094719",0,0,0,1,0
"V087583",0,0,0,1,0
"V031096",1,0,0,0,0
"V044853",0,1,0,0,0
"V086667",0,1,0,0,0
"V117588",0,0,0,1,0
"V118485",0,0,0,0,1
"V071202",0,0,1,0,0
"V009670",0,0,0,0,1
"V008636",0,0,0,1,0
"V013253",0,1,0,0,0
"V013602",0,0,1,0,0
"V084231",0,0,0,0,1
"V070643",1,0,0,0,0
"V105214",0,0,0,0,1
"V073451",0,1,0,0,0
"V095215",0,0,0,0,1
"V078052",0,1,0,0,0
"V057135",0,0,1,0,0
"V087540",0,0,0,0,1
"V058911",0,0,0,1,0
"V123581",0,0,1,0,0
"V120288",0,1,0,0,0
"V099042",0,0,0,0,1
"V081858",0,1,0,0,0
"V018148",1,0,0,0,0
"V022951",0,0,0,1,0
"V136360",0,1,0,0,0
"V002573",0,0,0,0,1
"V089690",0,0,1,0,0
"V118422",0,1,0,0,0
"V087269",0,1,0,0,0
"V045132",0,0,0,1,0
"V097709",0,0,0,0,1
"V041625",0,0,1,0,0
"V045436",1,0,0,0,0
"V043710",0,1,0,0,0
"V134260",0,1,0,0,0
"V103484",0,1,0,0,0
"V113547",0,0,0,0,1
"V101527",1,0,0,0,0
"V029405",0,0,0,1,0
"V116067",1,0,0,0,0
"V096582",0,0,1,0,0
"V068941",0,0,0,1,0
"V133894",0,0,1,0,0
"V030778",0,0,1,0,0
"V111587",1,0,0,0,0
"V135510",0,0,0,1,0
"V138467",0,0,1,0,0
"V054451",1,0,0,0,0
"V048499",1,0,0,0,0
"V012958",0,0,0,0,1
"V116465",0,1,0,0,0
"V027246",0,0,1,0,0
"V134446",0,0,1,0,0
"V080328",0,0,0,1,0
"V128468",0,1,0,0,0
"V118037",1,0,0,0,0
"V075892",0,0,1,0,0
"V083634",0,0,1,0,0
"V021463",0,0,0,0,1
"V137821",0,0,0,1,0
"V056004",0,0,0,0,1
"V013327",1,0,0,0,0
"V042740",0,0,0,1,0
"V005207",0,0,0,0,1
"V135083",0,0,0,0,1
"V039234",0,1,0,0,0
"V091786",0,0,0,1,0
"V118966",0,1,0,0,0
"V126232",0,0,0,0,1
"V131101",1,0,0,0,0
"V118864",1,0,0,0,0
"V105324",0,0,1,0,0
"V041129",0,0,0,0,1
"V044517",0,0,0,0,1
"V110404",1,0,0,0,0
"V032651",1,0,0,0,0
"V028129",0,1,0,0,0
"V053649",0,0,0,0,1
"V138015",0,0,1,0,0
"V129651",0,1,0,0,0
"V096533",0,0,1,0,0
"V051569",0,0,0,0,1
"V011292",1,0,0,0,0
"V080421",0,0,0,0,1
"V019736",1,0,0,0,0
"V039205",0,1,0,0,0
"V090433",0,0,1,0,0
"V004051",0,0,0,0,1
"V138423",0,0,0,0,1
"V067607",0,0,0,0,1
"V081528",1,0,0,0,0
"V016403",1,0,0,0,0
"V020069",0,0,0,0,1
"V104080",0,1,0,0,0
"V015740",0,1,0,0,0
"V019265",0,1,0,0,0
"V064709",0,0,0,0,1
"V093398",0,1,0,0,0
"V076367",0,0,0,0,1
"V110780",0,0,1,0,0
"V106489",0,0,0,1,0
"V048760",1,0,0,0,0
"V057301",1,0,0,0,0
"V012651",0,1,0,0,0
"V081448",0,0,1,0,0
"V084260",0,0,0,0,1
"V054454",0,1,0,0,0
"V072863",0,0,0,1,0
"V017843",0,0,0,1,0
"V076716",0,0,0,1,0
"V098769",0,0,0,1,0
"V051068",0,0,0,0,1
"V051648",0,0,1,0,0
"V071417",0,0,1,0,0
"V070649",0,0,0,1,0
"V024246",0,0,1,0,0
"V071180",0,0,1,0,0
"V097459",1,0,0,0,0
"V101095",0,1,0,0,0
"V108694",0,1,0,0,0
"V015238",0,1,0,0,0
"V046759",0,0,1,0,0
"V035330",0,0,0,1,0
"V056950",0,1,0,0,0
"V063900",0,0,0,0,1
"V104915",0,0,1,0,0
"V100748",0,0,1,0,0
"V052554",0,0,1,0,0
"V097896",0,0,1,0,0
"V002676",0,0,0,1,0
"V007849",0,1,0,0,0
"V082367",1,0,0,0,0
"V071889",0,1,0,0,0
"V127659",0,0,0,0,1
"V104393",0,1,0,0,0
"V080200",0,1,0,0,0
"V123378",0,0,0,1,0
"V006756",1,0,0,0,0
"V013402",0,0,0,1,0
"V034958",0,0,0,0,1
"V132449",0,1,0,0,0
"V139248",0,0,0,1,0
"V108183",0,0,0,1,0
"V095630",0,1,0,0,0
"V066097",0,0,0,0,1
"V133465",0,0,0,1,0
"V017149",0,0,0,0,1
"V078830",0,0,0,0,1
"V105896",1,0,0,0,0
"V000038",0,0,0,1,0
"V094316",0,0,0,0,1
"V066905",0,0,0,0,1
"V005007",0,0,0,1,0
"V115886",0,0,0,1,0
"V109442",0,0,0,1,0
"V032191",0,0,0,1,0
"V092608",0,0,0,0,1
"V018789",0,0,0,1,0
"V041664",0,0,0,0,1
"V004878",0,1,0,0,0
"V030752",0,1,0,0,0
"V031440",0,0,0,1,0
"V039368",0,0,0,0,1
"V043693",0,0,0,1,0
"V031897",0,0,0,0,1
"V096839",0,0,0,0,1
"V011972",0,0,1,0,0
"V068455",0,0,0,1,0
"V011348",0,0,0,0,1
"V101326",0,0,0,1,0
"V042595",0,0,0,1,0
"V006169",0,0,0,0,1
"V033878",0,1,0,0,0
"V103941",0,0,0,0,1
"V043054",0,0,0,1,0
"V050201",0,0,0,0,1
"V040982",0,0,0,1,0
"V095129",0,0,0,1,0
"V082421",0,0,0,0,1
"V119406",1,0,0,0,0
"V009838",0,0,0,1,0
"V018669",0,0,1,0,0
"V117494",0,0,0,0,1
"V108269",0,0,0,0,1
"V073423",0,1,0,0,0
"V052577",0,0,0,0,1
"V071958",0,0,0,1,0
"V027467",0,0,0,0,1
"V001617",0,0,0,0,1
"V030219",1,0,0,0,0
"V079809",0,0,0,0,1
"V121252",0,0,0,1,0
"V096701",0,1,0,0,0
"V110497",0,1,0,0,0
"V054089",0,0,0,1,0
"V030751",0,0,0,1,0
"V001289",0,0,0,0,1
"V087069",1,0,0,0,0
"V056381",1,0,0,0,0
"V050757",0,0,0,0,1
"V065398",0,1,0,0,0
"V097026",0,0,1,0,0
"V002184",0,1,0,0,0
"V036313",1,0,0,0,0
"V027952",0,0,1,0,0
"V115799",1,0,0,0,0
"V031508",1,0,0,0,0
"V007428",0,1,0,0,0
"V121202",0,1,0,0,0
"V084322",1,0,0,0,0
"V015126",0,0,0,1,0
"V110238",0,1,0,0,0
"V096035",0,0,1,0,0
"V023034",0,0,0,0,1
"V037292",1,0,0,0,0
"V091431",0,1,0,0,0
"V070854",0,0,1,0,0
"V024301",0,0,1,0,0
"V061310",0,0,1,0,0
"V086217",0,0,0,0,1
"V053895",0,0,1,0,0
"V129676",0,0,0,1,0
"V050610",0,0,0,0,1
"V033580",0,0,0,1,0
"V113060",0,0,1,0,0
"V135094",0,0,0,1,0
"V111180",0,0,0,0,1
"V060685",0,1,0,0,0
"V070871",0,0,0,0,1
"V122212",1,0,0,0,0
"V090438",0,1,0,0,0
"V002399",0,0,0,1,0
"V047204",0,0,0,1,0
"V008765",1,0,0,0,0
"V105067",0,1,0,0,0
"V083823",0,0,0,0,1
"V064923",0,0,0,0,1
"V092116",1,0,0,0,0
"V018925",0,0,0,1,0
"V083602",1,0,0,0,0
"V014030",1,0,0,0,0
"V111603",0,0,1,0,0
"V111317",0,0,1,0,0
"V079118",0,1,0,0,0
"V113045",0,0,1,0,0
"V070345",0,1,0,0,0
"V116039",1,0,0,0,0
"V122203",0,0,1,0,0
"V100287",0,0,0,1,0
"V109768",0,1,0,0,0
"V120643",0,0,1,0,0
"V112848",0,0,0,0,1
"V064213",0,0,0,0,1
"V105040",0,0,0,0,1
"V131405",0,0,1,0,0
"V002407",0,0,0,0,1
"V076637",0,1,0,0,0
"V062306",0,0,1,0,0
"V109113",0,0,0,1,0
"V091001",1,0,0,0,0
"V078967",0,0,0,0,1
"V027808",0,0,0,1,0
"V129105",0,0,0,1,0
"V064625",0,0,0,1,0
"V076964",0,1,0,0,0
"V010806",1,0,0,0,0
"V116638",0,1,0,0,0
"V135467",1,0,0,0,0
"V002179",0,1,0,0,0
"V021180",0,1,0,0,0
"V104887",0,1,0,0,0
"V048031",0,0,0,1,0
"V037150",1,0,0,0,0
"V019326",0,0,1,0,0
"V039445",0,0,0,0,1
"V008982",0,0,0,0,1
"V110902",0,0,0,0,1
"V049507",0,0,0,1,0
"V130899",0,0,0,0,1
"V086954",0,0,0,1,0
"V122601",1,0,0,0,0
"V067031",0,0,0,0,1
"V013841",0,0,0,1,0
"V132591",0,0,0,0,1
"V086728",0,0,1,0,0
"V059182",0,0,0,0,1
"V127692",0,0,0,1,0
"V055086",0,0,0,0,1
"V057795",0,0,0,0,1
"V015605",0,0,1,0,0
"V078970",0,0,0,0,1
"V085691",0,0,1,0,0
"V084075",0,0,1,0,0
"V069121",1,0,0,0,0
"V067954",0,0,0,1,0
"V026357",0,0,1,0,0
"V042087",1,0,0,0,0
"V104466",0,0,0,0,1
"V084394",0,1,0,0,0
"V028541",0,0,0,0,1
"V112781",1,0,0,0,0
"V017835",1,0,0,0,0
"V008364",0,0,1,0,0
"V022657",0,0,0,0,1
"V138561",0,0,1,0,0
"V075366",1,0,0,0,0
"V064890",0,0,1,0,0
"V119125",0,0,0,1,0
"V012861",0,0,1,0,0
"V129801",0,1,0,0,0
"V120122",0,0,0,1,0
"V107984",0,1,0,0,0
"V127632",0,0,0,0,1
"V079056",0,0,0,1,0
"V131166",0,0,0,1,0
"V014505",0,0,0,1,0
"V026667",1,0,0,0,0
"V101225",0,0,0,0,1
"V072478",0,0,1,0,0
"V115280",0,1,0,0,0
"V001190",0,0,1,0,0
"V093133",0,0,0,1,0
"V100882",0,0,0,0,1
"V114547",0,0,0,0,1
"V004098",0,0,0,0,1
"V044343",0,1,0,0,0
"V029861",0,0,1,0,0
"V062148",1,0,0,0,0
"V060540",0,0,1,0,0
"V130064",1,0,0,0,0
"V030181",0,0,0,1,0
"V132018",0,0,1,0,0
"V102457",0,0,1,0,0
"V036951",0,1,0,0,0
"V086520",0,0,0,1,0
"V034993",0,1,0,0,0
"V068926",0,0,0,0,1
"V100532",0,0,0,1,0
"V046363",0,0,0,0,1
"V038041",0,0,1,0,0
"V019284",0,0,1,0,0
"V085856",1,0,0,0,0
"V069001",1,0,0,0,0
"V008141",0,1,0,0,0
"V016079",0,0,1,0,0
"V128091",0,0,0,0,1
"V121401",0,0,0,0,1
"V035628",1,0,0,0,0
"V041243",0,0,1,0,0
"V017259",0,0,0,1,0
"V111590",0,0,0,1,0
"V029834",0,0,1,0,0
"V140006",0,0,0,1,0
"V110160",0,0,0,1,0
"V008513",0,0,0,0,1
"V135006",0,0,1,0,0
"V009108",1,0,0,0,0
"V100051",0,1,0,0,0
"V125620",0,0,0,1,0
"V104327",0,0,0,1,0
"V022743",0,0,1,0,0
"V045010",1,0,0,0,0
"V113041",0,1,0,0,0
"V118636",0,1,0,0,0
"V058943",0,0,1,0,0
"V015939",1,0,0,0,0
"V048292",1,0,0,0,0
"V070714",1,0,0,0,0
"V074455",0,0,0,1,0
"V039860",0,1,0,0,0
"V022831",0,0,0,0,1
"V097764",0,0,1,0,0
"V047491",0,1,0,0,0
"V117362",0,0,0,0,1
"V069156",0,1,0,0,0
"V022678",0,0,1,0,0
"V082270",0,0,0,0,1
"V018274",0,1,0,0,0
"V055635",0,1,0,0,0
"V030690",0,0,0,0,1
"V031234",0,0,0,1,0
"V036402",0,1,0,0,0
"V037712",0,0,0,0,1
"V076609",0,1,0,0,0
"V136749",0,0,1,0,0
"V020047",0,1,0,0,0
"V120559",0,1,0,0,0
"V059790",0,0,0,1,0
"V001139",0,1,0,0,0
"V027016",0,0,0,1,0
"V118261",0,1,0,0,0
"V045683",0,0,0,0,1
"V089871",0,0,0,1,0
"V059329",0,0,0,1,0
"V087842",0,0,0,1,0
"V078577",0,1,0,0,0
"V035229",1,0,0,0,0
"V131215",1,0,0,0,0
"V072505",0,0,0,0,1
"V005823",0,0,0,0,1
"V095417",0,0,0,0,1
"V037765",0,1,0,0,0
"V112343",0,1,0,0,0
"V101350",0,0,0,1,0
"V114158",1,0,0,0,0
"V074557",0,0,0,1,0
"V094092",0,0,0,0,1
"V082345",0,1,0,0,0
"V124240",1,0,0,0,0
"V122168",0,0,0,1,0
"V028619",0,1,0,0,0
"V117786",1,0,0,0,0
"V000078",0,0,1,0,0
"V046975",0,0,0,1,0
"V015919",0,0,1,0,0
"V101970",0,0,0,0,1
"V031842",1,0,0,0,0
"V067408",0,0,0,1,0
"V013498",0,0,1,0,0
"V029849",0,1,0,0,0
"V003321",0,0,0,0,1
"V120038",0,0,0,0,1
"V014519",0,0,1,0,0
"V027496",0,1,0,0,0
"V098824",1,0,0,0,0
"V020455",0,0,0,1,0
"V001939",0,0,0,0,1
"V013945",0,0,1,0,0
"V039307",0,0,0,1,0
"V006185",0,0,1,0,0
"V049178",0,1,0,0,0
"V124018",0,1,0,0,0
"V026065",0,0,1,0,0
"V095162",1,0,0,0,0
"V038584",1,0,0,0,0
"V097200",1,0,0,0,0
"V022304",0,0,0,1,0
"V015761",0,0,0,1,0
"V069594",0,0,0,1,0
"V045092",0,1,0,0,0
"V036145",0,0,0,1,0
"V092337",0,0,1,0,0
"V040935",0,0,0,1,0
"V083776",0,1,0,0,0
"V002411",0,0,0,0,1
"V082211",0,0,0,0,1
"V042142",0,0,1,0,0
"V098137",0,0,0,1,0
"V105513",0,0,1,0,0
"V066367",0,0,0,1,0
"V056688",0,1,0,0,0
"V127410",0,1,0,0,0
"V113824",1,0,0,0,0
"V123593",0,0,0,1,0
"V115560",0,0,0,1,0
"V001407",0,0,0,0,1
"V014243",0,0,0,0,1
"V072547",1,0,0,0,0
"V118826",0,0,0,1,0
"V061336",0,0,0,0,1
"V121305",0,0,0,0,1
"V029413",0,0,0,1,0
"V126438",0,0,1,0,0
"V088620",0,1,0,0,0
"V104479",0,0,1,0,0
"V044305",1,0,0,0,0
"V118692",0,0,0,0,1
"V099239",0,0,0,0,1
"V021012",0,0,0,0,1
"V018117",0,1,0,0,0
"V133502",0,1,0,0,0
"V112638",0,0,0,0,1
"V104849",0,1,0,0,0
"V124169",1,0,0,0,0
"V026366",0,1,0,0,0
"V074411",1,0,0,0,0
"V066729",0,0,0,1,0
"V088355",0,1,0,0,0
"V071373",1,0,0,0,0
"V030319",0,1,0,0,0
"V050066",0,0,1,0,0
"V079880",1,0,0,0,0
"V028724",0,1,0,0,0
"V048052",0,0,0,0,1
"V118256",0,0,1,0,0
"V126589",1,0,0,0,0
"V023938",1,0,0,0,0
"V089005",0,1,0,0,0
"V136039",0,0,0,0,1
"V065810",0,0,0,0,1
"V079152",0,0,1,0,0
"V054270",1,0,0,0,0
"V104775",1,0,0,0,0
"V128799",1,0,0,0,0
"V033696",0,1,0,0,0
"V099559",0,0,1,0,0
"V055193",0,0,0,1,0
"V092496",1,0,0,0,0
"V130075",0,0,0,1,0
"V125227",0,0,0,1,0
"V125993",1,0,0,0,0
"V075247",0,0,1,0,0
"V113201",1,0,0,0,0
"V013905",0,0,0,1,0
"V135993",0,0,0,0,1
"V000075",1,0,0,0,0
"V108228",0,0,0,0,1
"V035357",1,0,0,0,0
"V084273",0,0,1,0,0
"V125150",0,0,1,0,0
"V055676",0,0,0,1,0
"V035898",0,0,0,1,0
"V103254",0,0,0,0,1
"V090787",0,0,0,1,0
"V060627",1,0,0,0,0
"V084786",0,0,0,1,0
"V069844",0,0,0,0,1
"V044503",0,0,0,0,1
"V001229",0,1,0,0,0
"V089754",0,1,0,0,0
"V121366",0,1,0,0,0
"V010231",1,0,0,0,0
"V061174",0,0,0,1,0
"V057650",0,0,0,0,1
"V009659",1,0,0,0,0
"V002342",0,0,0,1,0
"V009096",0,0,0,0,1
"V032232",0,0,1,0,0
"V056785",0,0,0,0,1
"V106273",0,0,1,0,0
"V100755",1,0,0,0,0
"V109688",0,0,0,1,0
"V073713",0,0,0,0,1
"V057577",0,0,1,0,0
"V121850",0,0,1,0,0
"V010825",1,0,0,0,0
"V067597",0,0,0,0,1
"V119136",0,0,0,1,0
"V049720",0,0,0,0,1
"V064141",0,0,1,0,0
"V045483",0,0,1,0,0
"V114783",1,0,0,0,0
"V096374",1,0,0,0,0
"V084919",0,1,0,0,0
"V089941",0,0,0,1,0
"V082127",1,0,0,0,0
"V033501",0,0,0,0,1
"V116455",0,0,0,1,0
"V079221",1,0,0,0,0
